[2024-12-10 12:42:37 : INFO] - Cache for URL: https://theanalytichub.com/?p=13728 has been purged, triggered by action: save_post 
[2024-12-15 15:25:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:25:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:26:13 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:26:13 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:26:13 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:30:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:30:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:30:06 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:30:08 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14689 has been purged, triggered by action: save_post 
[2024-12-15 15:30:08 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 15:35:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:35:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:35:51 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:38:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:38:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:38:28 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:39:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:39:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:39:23 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:41:32 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:41:32 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:41:32 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:42:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:42:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:42:09 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:42:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14707 has been purged, triggered by action: save_post 
[2024-12-15 15:42:20 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 15:45:42 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:45:42 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:45:42 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:52:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:52:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:52:40 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:54:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:54:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:54:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:54:43 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14717 has been purged, triggered by action: save_post 
[2024-12-15 15:54:43 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 15:56:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:56:59 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:57:00 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:57:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:57:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:57:11 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:58:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:58:53 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 15:58:54 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:05:15 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:05:15 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:05:15 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:11:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:11:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:11:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:13:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:13:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:13:31 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:15:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:15:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:15:03 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:21:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:21:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 16:21:25 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:41:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:41:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:41:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:42:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:42:21 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:42:22 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:12 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:29 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:45:52 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:46:04 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:46:05 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:46:05 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:46:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:46:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:46:20 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:48:33 : INFO] - Cache for URL: https://trainyit.appszonebd.com/?p=14766 has been purged, triggered by action: save_post 
[2024-12-15 18:48:33 : INFO] - Cache for all archives page associated with post_type: post and Title: "Auto Draft" have been purged, triggered by action: save_post 
[2024-12-15 18:53:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:53:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:53:47 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:54:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:54:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:54:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:54:45 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:54:45 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:54:46 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:55:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:55:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:55:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:55:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:55:48 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:55:49 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:56:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:56:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:56:02 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:57:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:57:16 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:57:17 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:57:32 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:57:32 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:57:33 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:58:05 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
[2024-12-15 18:58:05 : INFO] - Cache for URL: https://trainyit.appszonebd.com/ has been purged, triggered by action: save_post 
